"","lote_id","finca_id","lat","lng","area","pbc","sem","c_year","mean_pbc"
"270",551,53,7.95939996614,-76.6935404107,4.61,833.75,"05","2018",5048.81528634361
"271",552,53,7.95936501537,-76.692657606,5.4,1185.95,"05","2018",5952.69780701754
"272",555,53,7.95925327852,-76.6894390808,6.03,1168.3,"05","2018",7111.58317467249
"273",556,53,7.95865779783,-76.6882818327,5.86,4166.75,"05","2018",6836.10730263158
"274",609,55,7.95939761778,-76.6613854829,7.21,461.05,"05","2018",7852.23379534884
"275",610,55,7.96034242288,-76.6614266984,6.96,11114.7,"05","2018",7960.62072857143
"276",615,55,7.96488162794,-76.6616658009,5.85,5383.8,"05","2018",5911.8180456621
"277",616,55,7.96566105004,-76.6618681847,4.37,10767.65,"05","2018",4947.08156221198
"278",621,55,7.9649859772,-76.6554308767,7.98,6231,"05","2018",10249.0321904762
"279",622,55,7.96408565376,-76.6553212422,7.73,11992.7,"05","2018",10364.2468614458
"280",624,55,7.96226857562,-76.6553068403,6.59,580.4,"05","2018",8060.91348837209
"281",625,55,7.96116806704,-76.656334256,4.28,2082.5,"05","2018",4982.04132768362
"282",626,55,7.96018141121,-76.6568503848,2.7,3616.1,"05","2018",3140.09803468208
"283",627,55,7.95896325688,-76.6573583155,2.33,2395.15,"05","2018",2503.31948538012
"284",70,27,7.76821886,-76.7629227,7.192,2950.22,"06","2018",7831.06547777778
"285",478,51,7.960061345,-76.62815186,1.45,2287,"06","2018",1973.93198660714
"286",483,51,7.962745755,-76.62949827,2,2713.4,"06","2018",2578.99191964286
"287",484,51,7.96307644,-76.628834695,1.05,2118.8,"06","2018",1299.30037556561
"288",544,53,7.95633998714,-76.6986860969,5.68,5859.75,"06","2018",6810.86516216216
"289",549,53,7.95834481845,-76.695445718,9.66,11817.5,"06","2018",11266.881372807
"290",550,53,7.95889235741,-76.6944232042,5.04,2456.3,"06","2018",5658.6259254386
"291",553,53,7.95914494128,-76.6915516236,7.56,10764.85,"06","2018",8742.2698377193
"292",554,53,7.95921153068,-76.6904635064,5.88,7088.05,"06","2018",6538.32351754386
"293",557,53,7.9652492956,-76.6896093752,8.25,2421.05,"06","2018",7958.68199122807
"294",558,53,7.96473121081,-76.6905118266,6.64,5987.1,"06","2018",7023.42087665198
"295",559,53,7.9643773726,-76.691465591,6.12,4378.85,"06","2018",6078.65383035714
"296",560,53,7.96382642326,-76.6924332594,4.92,1603.5,"06","2018",4488.35217180617
"297",561,53,7.96329085917,-76.693344692,3.37,2303.55,"06","2018",3507.46157079646
"298",562,53,7.96265462869,-76.6948124756,4.79,1939.1,"06","2018",3223.23130666667
"299",628,56,7.76460069,-76.72008255,2.98,771,"06","2018",3460.54527230047
"300",629,56,7.763201045,-76.71893548,6.98,3818.5,"06","2018",7148.39332258064
"301",630,56,7.761154003,-76.71931636,7.42,9180,"06","2018",7001.1858018018
"302",634,56,7.755357675,-76.72359942,3.26,6150,"06","2018",3096.58025945946
"303",635,56,7.756295872,-76.72405891,6.19,7583.5,"06","2018",5823.50588516746
"304",636,56,7.756701848,-76.72490489,6.1,8336.5,"06","2018",5470.8247037037
"305",638,56,7.757618787,-76.72673609,4.47,2978.5,"06","2018",3695.87413364055
"306",640,56,7.760661641,-76.72330215,4.72,4593,"06","2018",5039.19812272727
"307",641,56,7.761580254,-76.72275343,4.47,2768.5,"06","2018",4763.91785185185
"308",642,56,7.763279495,-76.72223584,8.58,4028,"06","2018",8978.64068181818
"309",643,56,7.758652014,-76.72647775,5.77,6083,"06","2018",5736.44243119266
"310",644,56,7.759146717,-76.72814271,9.35,10301.5,"06","2018",8554.31950684932
"311",646,56,7.755267995,-76.72977992,10.01,4714,"06","2018",7544.57095909091
"312",647,56,7.755804597,-76.73099921,4.01,4015.5,"06","2018",3572.27338785047
"313",545,53,7.95726925144,-76.6984704187,4.71,10509.5,"07","2018",5344.53595327103
"314",587,54,7.77790356115,-76.7043362191,11.64,25.5,"07","2018",11242.6241858407
"315",594,54,7.77255388136,-76.7080116661,4.16,1075.2,"07","2018",3836.78750234742
"316",597,54,7.77186689438,-76.7097535957,3.71,1615.25,"07","2018",3232.6198202765
"317",601,54,7.76833174579,-76.7090726795,4.61,1021.35,"07","2018",4157.09334433962
"318",604,55,7.95728770842,-76.6593937997,2.71,355.8,"07","2018",2168.89285185185
"319",608,55,7.95850106898,-76.6614004074,7.23,4867.25,"07","2018",7581.28841935484
"320",631,56,7.759478155,-76.72020544,5.91,5105,"07","2018",4837.0750875576
"321",632,56,7.758571686,-76.71983839,5.96,1342,"07","2018",5118.21453365385
"322",633,56,7.757057368,-76.72078487,7.19,943.5,"07","2018",5228.49659047619
"323",639,56,7.759275224,-76.72322103,5.5,8572.5,"07","2018",5588.07362557078
