lote_id,finca_id,lat,lng,area,pbc,sem,c_year,pbc_ha,sum_pbc_ha,mean_pbc_a,id,id_altitud_ele,id_altitud_desc
2828,168,7.825813176,-76.73508629,4.4,1800.25,23,2020,409.147727272727,25825.5659090909,32721.8318181818,1423,9,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>id</b></td><td>1423</td></tr></table>"
2831,168,7.826175523,-76.73809545,3.36,2746.79,23,2020,817.497023809524,25475.4851190476,31574.058531746,1424,8.9,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>id</b></td><td>1424</td></tr></table>"
2832,168,7.826588061,-76.73892629,3.33,1381.19,23,2020,414.771771771772,22916.0690690691,32416.6306306306,1425,8,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>id</b></td><td>1425</td></tr></table>"
2833,168,7.831365689,-76.73457156,4.6,2312.53,23,2020,502.723913043478,25164.5108695652,32481.1514492754,1426,10.7,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>id</b></td><td>1426</td></tr></table>"
2834,168,7.82983363,-76.73504963,5.85,3285.23,23,2020,561.577777777778,25169.8478632479,32174.8296296296,1427,9.7,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>id</b></td><td>1427</td></tr></table>"
2835,168,7.828916747,-76.73489965,6.91,5816.75,23,2020,841.787264833575,24331.3010130246,30453.3429811867,1428,9.7,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>id</b></td><td>1428</td></tr></table>"
2836,168,7.828419658,-76.73403332,5.43,2614.74,23,2020,481.53591160221,21551.467771639,26459.3057090239,1429,10.1,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>id</b></td><td>1429</td></tr></table>"
2837,168,7.828008252,-76.73296306,2.16,603.09,23,2020,279.208333333333,20508.1481481481,25315.3935185185,1430,10.9,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>id</b></td><td>1430</td></tr></table>"
2838,168,7.827023551,-76.7317135,2.74,891.98,23,2020,325.540145985401,22814.3430656934,30728.7189781022,1431,11.5,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>id</b></td><td>1431</td></tr></table>"
2042,135,7.829095304,-76.65509756,2.3,180.44,24,2020,78.4521739130435,30588.4695652174,31706.6753623188,1432,30.8,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>id</b></td><td>1432</td></tr></table>"
2043,135,7.828580665,-76.6542238,2.83,255.2,24,2020,90.1766784452297,29624.1660777385,28473.8138987044,1433,29.3,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>id</b></td><td>1433</td></tr></table>"
2313,144,7.936117913,-76.68639527,3.435,4181.47,24,2020,1217.31295487627,36363.8748180495,40910.9587578845,1434,9.8,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>id</b></td><td>1434</td></tr></table>"
2314,144,7.935171039,-76.6859533,3.833,2917.14,24,2020,761.05922254109,39123.1776676233,42012.8550308722,1435,9.7,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>id</b></td><td>1435</td></tr></table>"
2319,144,7.930327928,-76.68550909,3.325,2963.47,25,2020,891.269172932331,29882.2496240602,34841.6270676692,1436,11.4,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>id</b></td><td>1436</td></tr></table>"
2320,144,7.929598983,-76.68575925,1.611,947.46,25,2020,588.119180633147,34277.113594041,40458.4005793503,1437,12,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>id</b></td><td>1437</td></tr></table>"
2839,169,7.81331975,-76.727265,6.97,14.38,25,2020,2.06312769010043,27135.7030129125,34522.0736489718,1438,12.7,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>id</b></td><td>1438</td></tr></table>"
2841,169,7.811845597,-76.72588825,7.49,295.87,25,2020,39.502002670227,24382.2429906542,31917.0801068091,1439,12.1,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>id</b></td><td>1439</td></tr></table>"
2842,169,7.811591565,-76.72493718,5.86,2000.7,25,2020,341.41638225256,33644.5494880546,41711.1496018202,1440,13.9,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>id</b></td><td>1440</td></tr></table>"
2843,169,7.818336351,-76.72356313,7.96,1037.36,25,2020,130.321608040201,20999.3567839196,25587.6097152429,1441,11,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>id</b></td><td>1441</td></tr></table>"
2845,169,7.818768955,-76.72505323,4.34,415.86,25,2020,95.8202764976959,25777.6566820276,32240.9615975422,1442,12,"<table cellspacing=""0"" cellpadding=""2"" border=""1"" style=""border-collapse:collapse""><tr><td><b>id</b></td><td>1442</td></tr></table>"
